Codigo_Producto,Grupo,Segmento,Margen_Venta,Rotacion_Stock,GMROI,Demanda_Trimestral,Stock_Actual,Reposicion_Sugerida_UNI,Peso_Total_Gramos
9953,ROUPA,A,47.27,3.0,2.31719440353461,0.6,0,1,500.0
10058,ROUPA,A,46.83,3.0,2.3095399188092016,0.6,0,1,500.0
9253,ROUPA,A,52.46,2.6666666666666665,2.53715775749674,0.6,0,1,550.0
10019,ROUPA,A,46.95,3.0,2.3030905077262696,0.6,0,1,500.0
5719,PERFUMARIA,B,49.29,2.1176470588235294,1.633059954751131,4.5,0,5,1775.0
3504,COMESTIVEIS,C,32.62,2.2747252747252746,1.0339982146704838,6.3,0,7,1575.0
4819,PERFUMARIA,C,27.87,2.0,0.6659367396593675,4.8,0,5,725.0
4838,PERFUMARIA,C,27.15,2.357142857142857,0.7127256518832181,4.2,1,4,624.0
908,LOJA DE BRINQUEDOS,C,38.61,2.4,1.3665158371040724,2.1,0,3,900.0
4791,PERFUMARIA,C,35.6,1.4893617021276595,0.6540298309075546,4.5,3,2,288.0
395,COMESTIVEIS,C,44.53,1.829268292682927,0.9062311471171247,4.2,0,5,1000.0
2798,COMESTIVEIS,B,47.01,1.83206106870229,1.552488177814958,16.2,0,17,5848.0
241,ROUPA,A,50.65,2.6666666666666665,2.251887167262614,0.6,0,1,500.0
9720,ROUPA,B,46.76,2.0869565217391304,0.8167995397386373,3.0,0,3,546.0
6153,PERFUMARIA,B,52.02,1.1318327974276527,0.9869589643672527,17.4,16,2,440.0
2167,PERFUMARIA,B,62.02,1.6666666666666667,2.2398753894080996,3.6,1,3,1500.0
9317,ROUPA,B,45.42,2.0,0.831980319803198,2.1,1,2,372.0
2404,PERFUMARIA,C,39.8,2.2,1.1974064889439968,4.5,0,5,1350.0
2359,PERFUMARIA,C,34.09,2.172413793103448,0.8817733990147781,4.8,0,5,1000.0
10132,ROUPA,A,47.23,3.0,2.414351425942962,0.6,0,1,550.0
5656,PERFUMARIA,B,67.68,1.366795366795367,0.7404853833425262,17.1,2,16,2720.0
4233,ACESSORIOS,B,57.2,1.0,0.6177931704247492,0.6,0,1,142.0
3252,PERFUMARIA,B,60.71,1.1851851851851851,1.3872468272468272,6.9,4,3,960.0
2801,COMESTIVEIS,C,28.37,2.3973214285714284,0.9177848164405428,27.6,1,27,5724.0
1070,LOJA DE BRINQUEDOS,C,40.35,2.3300970873786406,1.4681781705980086,4.8,0,5,1700.0
10130,ROUPA,A,38.87,4.0,2.3681135225375627,0.6,0,1,550.0
2276,COMESTIVEIS,C,26.08,2.0202714310255967,0.6445302887494949,30.6,0,31,4650.0
7435,ROUPA,A,47.97,3.0,2.4703683929524822,0.6,0,1,575.0
2283,COMESTIVEIS,C,25.88,2.154850746268657,0.6847267043162565,29.4,0,30,4800.0
9330,ROUPA,A,54.12,3.0,1.4925925925925927,0.6,0,1,350.0
7772,ROUPA,B,49.74,1.0,0.6177931704247492,0.6,0,1,145.0
3443,COMESTIVEIS,A,43.37,3.0598525372271217,2.127191602389112,128.7,104,25,12500.0
119,COMESTIVEIS,C,43.51,2.125,0.42359882005899707,12.3,0,13,1300.0
2794,COMESTIVEIS,C,34.29,1.878877400295421,0.9317344084621498,12.6,1,12,2640.0
5725,PERFUMARIA,B,49.42,1.71875,1.3539156626506024,4.2,1,4,1280.0
1998,PERFUMARIA,C,39.65,2.5185185185185186,1.3486944988815648,4.5,2,3,960.0
2279,COMESTIVEIS,C,23.81,2.767203513909224,0.8826773252396576,55.2,0,56,11760.0
240,ROUPA,A,50.65,2.5,2.0736988478347236,2.1,0,3,1500.0
5779,ACESSORIOS,B,54.04,1.0,0.6177931704247492,0.6,0,1,150.0
6263,PERFUMARIA,B,45.84,1.0,0.6177931704247492,0.6,0,1,150.0
239,ROUPA,A,50.65,2.307692307692308,2.056110754561291,2.1,0,3,1500.0
9251,ROUPA,A,52.45,4.0,2.2607561929595823,0.6,0,1,550.0
231,ROUPA,A,52.1,2.4,2.048286922291879,2.1,0,3,1500.0
242,ROUPA,A,53.36,2.4,2.0469394893319346,2.1,0,3,1500.0
3550,PERFUMARIA,B,58.79,1.6666666666666667,1.9630006213636106,3.6,1,3,1440.0
9250,ROUPA,A,52.46,2.6666666666666665,2.2396059684195277,0.6,0,1,550.0
3746,PERFUMARIA,B,47.65,2.2325581395348837,1.6924799471375345,4.5,0,5,2100.0
1688,PERFUMARIA,C,42.18,2.3333333333333335,1.4103558866128698,5.1,0,6,2100.0
185,ROUPA,C,43.12,2.4,2.0054495912806534,2.1,0,3,1500.0
1974,PERFUMARIA,A,45.84,2.8956602031394274,1.803784745545952,35.4,12,24,10800.0
9249,ROUPA,A,52.46,2.6666666666666665,2.202230914095321,0.6,0,1,550.0
3790,PERFUMARIA,A,48.58,2.5,1.9215775710028582,4.5,0,5,2400.0
1831,PERFUMARIA,C,36.31,2.173228346456693,0.9978385054809327,5.4,0,6,1500.0
7706,ROUPA,B,66.4,1.0,0.6177931704247492,0.6,0,1,155.0
1949,PERFUMARIA,C,33.14,2.6666666666666665,0.9949494949494949,6.0,0,6,1500.0
391,COMESTIVEIS,B,44.53,1.107843137254902,0.7955899674357375,75.3,47,29,5800.0
191,ROUPA,A,51.49,2.4,1.9869514040692786,2.1,0,3,1500.0
244,ROUPA,A,51.49,2.4,1.980897931730284,2.1,0,3,1500.0
7611,ROUPA,B,51.57,1.0,0.6177931704247492,0.6,0,1,156.0
2157,PERFUMARIA,C,37.05,1.683257918552036,0.7892635501449924,5.4,5,1,200.0
3178,PERFUMARIA,C,39.18,2.129032258064516,1.1394339308171335,4.5,0,5,1450.0
1075,LOJA DE BRINQUEDOS,A,38.6,4.0,2.3959276018099547,0.6,0,1,610.0
4560,LOJA DE BRINQUEDOS,B,44.06,1.0,0.6177931704247492,0.6,0,1,160.0
4981,COMESTIVEIS,C,38.03,1.2857142857142858,0.7333629103815439,6.0,3,3,570.0
1975,PERFUMARIA,A,45.03,3.0133630289532296,1.7368574757739792,28.5,3,26,11700.0
5209,PERFUMARIA,A,50.65,3.0,2.3348984494431098,2.1,0,3,1815.0
4795,PERFUMARIA,B,61.25,1.0232558139534884,1.3466899224806204,11.4,6,6,2094.0
7082,ROUPA,A,52.75,2.6666666666666665,2.5824299065420564,0.6,0,1,670.0
9309,ROUPA,B,46.7,1.3333333333333333,0.7003918275958577,2.4,2,1,182.0
2785,COMESTIVEIS,C,37.36,2.5609756097560976,1.4465566714490674,13.8,0,14,5292.0
10612,ROUPA,A,46.67,4.0,3.2478024277940563,0.6,0,1,850.0
10136,ROUPA,A,46.74,3.0,2.101098901098901,0.6,0,1,550.0
5738,PERFUMARIA,A,49.48,2.2372881355932206,1.3923548503425893,4.5,0,5,1825.0
6834,ROUPA,B,55.51,1.0,0.6177931704247492,0.6,0,1,162.0
5647,PERFUMARIA,B,60.29,1.84115523465704,1.9277147927028613,12.6,0,13,6630.0
3439,COMESTIVEIS,C,42.02,1.6502874096050435,0.7516528450034208,14.1,2,13,2600.0
969,LOJA DE BRINQUEDOS,C,38.95,1.7647058823529411,1.080592867068087,2.1,1,2,580.0
1836,PERFUMARIA,C,37.36,1.5246636771300448,0.7075852277646,4.5,4,1,190.0
4639,LOJA DE BRINQUEDOS,B,46.09,1.0509554140127388,0.8191967217151487,38.7,20,19,4180.0
359,COMESTIVEIS,C,43.36,1.7156997525433049,1.042497131967423,35.1,0,36,10080.0
926,LOJA DE BRINQUEDOS,C,39.12,1.92,1.1889752650176677,3.0,0,3,960.0
2799,COMESTIVEIS,B,45.35,1.884057971014493,1.4798052669830275,12.6,0,13,5200.0
8557,ROUPA,B,54.59,1.0,0.6177931704247492,0.6,0,1,167.0
7209,ROUPA,B,54.59,1.0,0.6177931704247492,0.6,0,1,167.0
2915,PERFUMARIA,B,49.87,1.736842105263158,1.4316160118606376,4.2,1,4,1548.0
1865,PERFUMARIA,A,45.89,2.4,1.6541895066562258,2.1,0,3,1350.0
127,COMESTIVEIS,B,67.18,1.4384410983170948,0.9150560496884679,10.5,4,7,1750.0
9481,ROUPA,B,53.41,1.0,0.6177931704247492,0.6,0,1,169.0
9480,ROUPA,B,53.41,1.0,0.6177931704247492,0.6,0,1,169.0
3263,PERFUMARIA,C,35.93,1.0,0.6177931704247492,0.6,0,1,170.0
9739,ROUPA,A,44.98,2.6666666666666665,1.2242364853829824,0.6,0,1,338.0
187,ROUPA,A,53.36,2.4,1.8046169989506824,2.1,0,3,1500.0
3767,PERFUMARIA,B,47.62,2.0,1.514189886480908,4.5,0,5,2100.0
9246,ROUPA,A,52.45,2.4,1.9813993915688828,2.1,0,3,1650.0
3763,PERFUMARIA,B,47.78,2.0,1.4982342007434946,4.2,0,5,2100.0
1029,LOJA DE BRINQUEDOS,C,39.09,1.696969696969697,0.9520966462988013,3.3,1,3,810.0
12270,COMESTIVEIS,C,30.88,0.9443926685305997,0.3494571317066755,65.7,44,22,2200.0
2787,COMESTIVEIS,C,36.68,2.303370786516854,1.1765163460179493,18.3,0,19,6403.0
4155,COMESTIVEIS,B,48.99,0.8733798604187438,0.7481856317838936,66.3,47,20,4300.0
12263,COMESTIVEIS,C,23.89,1.9808306709265175,0.3473764011479937,5.4,1,5,500.0
5258,PERFUMARIA,C,39.8,2.3076923076923075,1.2840903298159756,2.1,0,3,1110.0
9252,ROUPA,A,52.46,3.0,1.9064537157757495,0.6,0,1,550.0
3458,COMESTIVEIS,C,40.96,2.5846833578792343,1.732964799103902,60.3,0,61,30500.0
361,COMESTIVEIS,C,33.6,1.9018404907975461,0.37830586148274076,11.1,0,12,1320.0
5628,PERFUMARIA,B,67.11,1.4573705179282868,0.9279560122084759,15.0,2,13,3510.0
3100,PERFUMARIA,A,43.34,2.6341463414634148,1.64337816275359,4.5,0,5,2400.0
12097,COMESTIVEIS,C,33.03,2.6341463414634148,1.1248861451270116,6.0,0,6,1980.0
1980,PERFUMARIA,C,39.25,1.8181818181818181,0.8854342683338966,2.1,1,2,520.0
12123,COMESTIVEIS,C,14.0,2.3551401869158877,0.27233210171701805,6.9,0,7,560.0
1832,PERFUMARIA,C,37.16,1.7757847533632287,0.8509011783532987,4.5,2,3,750.0
9307,ROUPA,B,48.02,1.0,0.6177931704247492,0.6,0,1,182.0
9301,ROUPA,B,45.36,1.5384615384615385,0.6176526176526176,2.1,1,2,364.0
2740,COMESTIVEIS,C,42.09,1.5238095238095237,1.012347002590905,4.5,4,1,300.0
3404,LOJA DE BRINQUEDOS,C,39.86,1.75,1.1101954661114966,4.8,2,3,990.0
7930,ROUPA,B,64.14,1.0,0.6177931704247492,0.6,0,1,184.0
7927,ROUPA,B,64.14,1.0,0.6177931704247492,0.6,0,1,184.0
9323,ROUPA,B,44.95,1.0,0.6177931704247492,0.6,0,1,186.0
9314,ROUPA,B,44.95,1.0,0.6177931704247492,0.6,0,1,186.0
5697,PERFUMARIA,B,49.31,2.163934426229508,1.7570927949138013,4.5,0,5,2650.0
5046,BEBIDAS,C,37.38,1.7901594376821532,0.9925211726384365,39.3,13,27,8100.0
7939,ROUPA,B,57.02,1.0,0.6177931704247492,0.6,0,1,188.0
3511,COMESTIVEIS,C,34.08,1.0392491467576792,0.4924436342951701,43.2,18,26,3900.0
2748,COMESTIVEIS,C,28.6,2.070165265294288,0.8190497894274886,43.2,1,43,10750.0
125,COMESTIVEIS,B,67.18,1.103671706263499,0.8189035294866829,39.9,27,13,3250.0
3524,BEBIDAS,A,51.59,2.4285714285714284,2.444629363080245,5.1,0,6,4500.0
373,COMESTIVEIS,C,23.2,3.0201342281879193,0.8141801279172785,18.6,0,19,4750.0
2733,COMESTIVEIS,B,44.48,1.7323219965745045,0.7157433661010282,16.8,0,17,3740.0
7813,ROUPA,B,67.84,1.0,0.6177931704247492,0.6,0,1,190.0
7156,ROUPA,B,67.67,1.0,0.6177931704247492,0.6,0,1,190.0
1901,PERFUMARIA,C,24.41,2.1818181818181817,0.5524835988753514,4.5,0,5,850.0
3456,COMESTIVEIS,C,34.36,3.2142857142857144,1.6168280871670704,66.3,0,67,33500.0
4007,COMESTIVEIS,C,37.05,1.820480404551201,1.0056010917524132,10.2,0,11,3432.0
7800,ROUPA,B,56.29,1.0,0.6177931704247492,0.6,0,1,192.0
2185,PERFUMARIA,C,36.23,1.8857758620689657,0.868722735770669,6.3,1,6,1620.0
4053,COMESTIVEIS,C,37.41,2.0881670533642693,1.154131482231466,5.4,0,6,2160.0
4052,COMESTIVEIS,C,35.76,2.1951219512195124,1.153270509977827,12.3,0,13,4680.0
7270,ROUPA,B,57.15,1.0,0.6177931704247492,0.6,0,1,194.0
2770,COMESTIVEIS,C,27.73,2.318840579710145,0.8559940854171098,4.8,0,5,1345.0
923,LOJA DE BRINQUEDOS,C,38.89,2.142857142857143,1.3328307576328684,2.1,0,3,1260.0
128,COMESTIVEIS,B,58.0,1.8946564885496182,0.7916279614950696,12.0,0,12,3000.0
3442,COMESTIVEIS,C,40.96,2.268256013745704,1.5610731974896341,55.2,1,55,27500.0
4039,COMESTIVEIS,C,38.23,2.5925925925925926,1.5288261063087123,4.8,0,5,2450.0
12567,COMESTIVEIS,C,28.74,2.0856741573033704,0.6281368862851396,45.0,5,40,8120.0
9743,ROUPA,B,53.54,1.0,0.6177931704247492,0.6,0,1,200.0
9353,ROUPA,B,53.77,1.0,0.6177931704247492,0.6,0,1,200.0
9352,ROUPA,B,53.77,1.0,0.6177931704247492,0.6,0,1,200.0
9367,ROUPA,B,53.5,1.0,0.6177931704247492,0.6,0,1,200.0
897,ELETRONICA,C,29.32,2.238095238095238,0.4936299676744628,14.7,3,12,1920.0
5052,BEBIDAS,C,37.38,1.6572504708097928,0.9225160075329567,39.9,19,21,6300.0
4008,COMESTIVEIS,C,39.1,0.695054945054945,0.3841217376373626,49.2,44,6,750.0
1669,PERFUMARIA,B,46.6,1.9521531100478469,1.3827751196172249,4.8,0,5,2250.0
2168,PERFUMARIA,B,62.02,1.349056603773585,1.5215129606771292,11.1,11,1,500.0
1671,PERFUMARIA,C,41.2,2.267716535433071,1.3665131481206358,5.4,0,6,2700.0
2761,COMESTIVEIS,C,42.78,1.7272727272727273,0.9955507455507455,9.9,0,10,3280.0
10713,ROUPA,A,46.93,4.0,3.003506632108553,0.6,0,1,1000.0
12090,COMESTIVEIS,C,23.86,1.8666666666666667,0.5103811841038117,5.1,0,6,1020.0
4988,BEBIDAS,C,37.38,1.6061581965281595,0.8984833870080904,47.1,27,21,6300.0
7354,ROUPA,B,53.44,1.0,0.6177931704247492,0.6,0,1,208.0
11022,ROUPA,A,46.16,4.0,2.672049394443125,0.6,0,1,900.0
4792,PERFUMARIA,C,34.38,2.1951219512195124,0.9387604265653047,4.5,0,5,1585.0
12126,COMESTIVEIS,C,39.31,2.1818181818181817,1.2433243324332433,4.8,0,5,2100.0
85,COMESTIVEIS,B,47.2,1.6841317365269461,0.5918465842334277,18.6,0,19,3800.0
5652,PERFUMARIA,B,71.56,1.4934738955823292,0.7653078530337566,12.9,1,12,3120.0
12102,COMESTIVEIS,B,45.21,1.3846153846153846,0.9655282476859239,5.1,3,3,990.0
9738,ROUPA,A,48.33,2.6666666666666665,0.9871326725786818,0.6,0,1,338.0
2158,PERFUMARIA,C,27.46,2.4,0.7551440329218108,2.1,0,3,780.0
4942,ROUPA,A,55.07,4.0,3.1423197492163015,0.6,0,1,1100.0
89,COMESTIVEIS,B,46.95,1.9932049830124576,0.8828580253268816,11.4,0,12,3720.0
3509,COMESTIVEIS,C,29.3,1.506024096385542,0.5682904029912754,10.8,10,1,200.0
5061,COMESTIVEIS,C,19.64,1.9793072424651372,0.5672645279546349,30.0,0,30,6000.0
4137,COMESTIVEIS,C,14.2,2.120545073375262,0.42340545344758573,40.5,1,40,6000.0
4927,ROUPA,A,50.97,3.0,2.817036592681464,0.6,0,1,1000.0
916,LOJA DE BRINQUEDOS,C,38.61,1.4285714285714286,0.8450046685340803,2.1,2,1,300.0
5027,BEBIDAS,C,37.38,1.5556980285302133,0.8385728482128547,40.2,28,13,3900.0
370,COMESTIVEIS,B,47.31,1.766630316248637,0.8384396342797444,9.9,0,10,3000.0
3391,LOJA DE BRINQUEDOS,C,42.02,1.6730038022813687,1.1167536904787934,4.8,2,3,1200.0
12262,COMESTIVEIS,C,30.87,1.7278481012658229,0.5558962661032479,4.5,3,2,400.0
5866,ACESSORIOS,C,6.03,4.0,0.1883445945945946,0.6,0,1,68.0
4658,LOJA DE BRINQUEDOS,A,41.24,4.0,2.655625356938892,0.6,0,1,960.0
1677,PERFUMARIA,C,44.36,1.9773755656108596,1.2996062369655401,4.5,1,4,1880.0
5622,PERFUMARIA,B,60.29,1.7663817663817662,1.4066899829611694,10.5,0,11,5610.0
4831,PERFUMARIA,C,21.9,2.4123711340206184,0.5497473216090559,4.5,0,5,1000.0
4935,ROUPA,A,43.26,3.0,2.193695983731571,0.6,0,1,800.0
5648,PERFUMARIA,B,60.29,1.8012866333095068,1.3940708254079792,11.1,1,11,5610.0
11141,ROUPA,A,46.95,4.0,3.0040485829959516,0.6,0,1,1100.0
1828,PERFUMARIA,C,25.36,1.9065420560747663,0.48932941516523754,4.5,0,5,900.0
232,ROUPA,B,52.1,1.6666666666666667,1.3531612965932838,2.1,1,2,1000.0
1870,PERFUMARIA,B,45.84,1.8181818181818181,1.2949210413999148,2.1,1,2,960.0
126,COMESTIVEIS,B,58.0,1.6702014846235418,0.6738082201818429,11.1,1,11,2750.0
10236,ROUPA,B,46.81,1.0,0.6177931704247492,0.6,0,1,230.0
10169,ROUPA,B,47.2,1.0,0.6177931704247492,0.6,0,1,230.0
55,ELETRONICA,C,24.33,2.1376433785192908,0.26774671398586686,12.6,0,13,1300.0
2194,PERFUMARIA,C,42.47,1.7673130193905817,1.0652220157322019,4.8,1,4,1600.0
4104,BAZAR,C,30.04,2.2784810126582276,0.9429505701858116,4.5,0,5,1775.0
1370,PERFUMARIA,C,43.58,1.1199999999999999,0.7168354430379746,4.8,4,1,270.0
4812,PERFUMARIA,C,27.0,2.1052631578947367,0.5554603120178295,5.4,0,6,1272.0
9740,ROUPA,B,44.98,2.142857142857143,0.8838454539091481,2.1,0,3,1014.0
5062,COMESTIVEIS,C,19.64,1.7687107677450506,0.5216655212968658,29.7,1,29,5800.0
4949,ROUPA,A,42.54,4.0,2.8629989212513487,0.6,0,1,1100.0
2069,PERFUMARIA,A,44.67,2.3333333333333335,1.453823701109165,2.4,0,3,1680.0
8039,ROUPA,B,55.79,1.0,0.6177931704247492,0.6,0,1,239.0
8037,ROUPA,B,55.79,1.0,0.6177931704247492,0.6,0,1,239.0
4939,ROUPA,A,43.04,4.0,2.8281836557897773,0.6,0,1,1100.0
11280,LOJA DE BRINQUEDOS,C,38.74,2.1157613535173643,1.281466568585698,42.3,0,43,21500.0
2752,COMESTIVEIS,C,38.01,1.870975792363364,1.1480280602695283,18.9,1,18,8100.0
7760,ROUPA,B,64.87,1.0,0.6177931704247492,0.6,0,1,244.0
934,LOJA DE BRINQUEDOS,C,39.01,1.9090909090909092,1.1365083960625362,2.4,1,2,900.0
9243,ROUPA,A,47.94,2.6666666666666665,1.3770824279298857,0.6,0,1,550.0
4941,ROUPA,A,42.63,4.0,2.747962382445141,0.6,0,1,1100.0
9342,ROUPA,A,46.04,2.4,0.8404595404595404,2.1,0,3,1014.0
4141,COMESTIVEIS,B,44.38,0.7854230377166157,0.5678020803572373,54.6,52,3,690.0
1825,PERFUMARIA,C,22.41,2.090909090909091,0.46829640947288015,4.8,1,4,760.0
2811,COMESTIVEIS,B,60.04,1.4059151307329618,0.7116725105928482,12.6,0,13,3770.0
8510,ROUPA,B,65.66,1.0,0.6177931704247492,0.6,0,1,252.0
9093,ROUPA,B,65.67,1.0,0.6177931704247492,0.6,0,1,252.0
4820,PERFUMARIA,C,14.85,2.0,0.28550276812153985,4.5,0,5,585.0
6094,PERFUMARIA,C,18.43,1.8037974683544304,0.29101265822784805,13.2,0,14,1680.0
3384,LOJA DE BRINQUEDOS,C,42.66,1.4742268041237112,0.9195542191676211,4.5,3,2,760.0
4951,ROUPA,A,38.68,3.0,1.9160488879983972,0.6,0,1,800.0
3447,COMESTIVEIS,C,34.36,2.34375,1.1933924788135593,5.1,0,6,3000.0
2755,COMESTIVEIS,C,38.83,1.2451923076923077,0.7055366275283481,41.4,32,10,2960.0
9245,ROUPA,B,52.45,1.75,1.2830291177748803,2.4,1,2,1100.0
455,BEBIDAS,B,71.87,1.3924843423799582,3.265687615482447,15.0,7,8,11200.0
9392,ROUPA,B,53.6,1.0,0.6177931704247492,0.6,0,1,266.0
9393,ROUPA,B,53.6,1.0,0.6177931704247492,0.6,0,1,266.0
9391,ROUPA,B,53.6,1.0,0.6177931704247492,0.6,0,1,266.0
4931,ROUPA,C,9.98,3.0,1.8499008155168617,0.6,0,1,800.0
6431,PERFUMARIA,B,46.18,1.6666666666666667,1.1086520947176683,2.1,1,2,960.0
129,COMESTIVEIS,B,54.45,1.972318339100346,0.6906023210950178,10.5,0,11,3300.0
4082,BAZAR,C,30.01,2.119205298013245,0.8342650726756687,4.5,0,5,1850.0
4811,PERFUMARIA,C,21.91,2.207792207792208,0.4324714919227115,4.8,0,5,960.0
927,LOJA DE BRINQUEDOS,C,40.86,2.6666666666666665,1.6889699918896997,3.3,0,4,3000.0
2774,COMESTIVEIS,C,31.35,2.081982840800763,0.8996179003225051,10.5,0,11,4400.0
4946,ROUPA,A,42.88,4.0,2.4681668496158067,0.6,0,1,1100.0
1925,PERFUMARIA,C,41.27,1.7333333333333334,1.0095928685470996,4.5,2,3,1350.0
10708,ROUPA,A,38.08,4.0,2.2365059744540585,0.6,0,1,1000.0
4024,COMESTIVEIS,C,36.31,1.9830508474576272,1.0948689766876845,4.2,1,4,1960.0
234,ROUPA,B,47.68,1.6666666666666667,1.1145240803943877,2.1,1,2,1000.0
4462,ROUPA,A,53.87,2.6666666666666665,2.896961525978079,0.6,0,1,1300.0
4108,BAZAR,C,30.01,2.1411764705882352,0.8212566844919786,4.8,0,5,1850.0
6724,ROUPA,B,67.87,1.0,0.6177931704247492,0.6,0,1,280.0
7258,ROUPA,B,61.62,1.0,0.6177931704247492,0.6,0,1,280.0
2410,PERFUMARIA,C,38.29,2.8767123287671232,1.453503688092729,4.5,3,2,1320.0
1092,LOJA DE BRINQUEDOS,C,44.28,1.68,1.2274725274725276,2.4,1,2,1120.0
4943,ROUPA,A,42.63,4.0,2.402507836990596,0.6,0,1,1100.0
1139,PERFUMARIA,C,37.01,1.5019762845849802,0.6986157305639242,4.8,4,1,320.0
9242,ROUPA,A,47.94,2.6666666666666665,1.1893379689989858,0.6,0,1,550.0
4115,BAZAR,C,31.71,1.945945945945946,0.8420512984828337,3.3,1,3,1170.0
4945,ROUPA,A,42.88,4.0,2.369923161361142,0.6,0,1,1100.0
2409,PERFUMARIA,C,39.83,2.6470588235294117,1.4155276816608997,4.5,3,2,1320.0
4103,BAZAR,C,30.04,1.8692810457516338,0.7593911108987325,4.5,0,5,1775.0
7527,ROUPA,B,57.37,1.0,0.6177931704247492,0.6,0,1,290.0
11086,ROUPA,A,46.46,4.0,2.6504065040650406,0.6,0,1,1250.0
357,COMESTIVEIS,C,43.15,1.4851740438332617,0.6279123039666833,36.6,0,37,11100.0
2808,COMESTIVEIS,C,31.14,2.1941323345817727,0.9626813087855638,12.3,1,12,5520.0
2778,COMESTIVEIS,B,44.98,1.56144578313253,0.30070502663788423,6.9,0,7,1008.0
3528,COMESTIVEIS,C,18.72,3.046153846153846,0.6076923076923076,6.6,2,5,1460.0
5653,PERFUMARIA,B,71.65,1.4563997960224375,0.5192685947402929,12.6,1,12,3000.0
12116,COMESTIVEIS,C,26.04,2.2978723404255317,0.6835011736200499,5.1,0,6,1980.0
109,COMESTIVEIS,A,56.62,3.1123287671232878,0.807618271630086,27.6,19,9,3510.0
4654,LOJA DE BRINQUEDOS,C,42.08,1.0,0.6177931704247492,0.6,0,1,300.0
8600,ROUPA,B,69.91,1.0,0.6177931704247492,0.6,0,1,300.0
1373,PERFUMARIA,C,38.56,2.25,1.1281315240083507,4.5,0,5,2750.0
2264,COMESTIVEIS,C,13.83,4.865047233468286,0.6876723581529073,44.1,3,42,14280.0
454,BEBIDAS,B,71.87,1.173913043478261,2.8230884557721136,14.4,9,6,8400.0
1878,PERFUMARIA,C,18.78,1.9155844155844155,0.3426950717591112,12.3,1,12,2040.0
3760,PERFUMARIA,B,47.96,1.872340425531915,1.3950649329580391,4.5,2,3,2100.0
5720,PERFUMARIA,C,32.48,1.8333333333333333,0.6644108280254777,4.2,1,4,1336.0
4005,COMESTIVEIS,C,37.06,0.9375,0.5253566997518611,6.9,4,3,795.0
3520,BEBIDAS,C,44.54,2.0809248554913293,1.4671973214567737,13.2,0,14,10500.0
1927,PERFUMARIA,C,37.61,2.0869565217391304,0.9758554021851535,4.5,0,5,2500.0
312,BEBIDAS,B,66.52,1.526061776061776,2.33521844310226,15.3,9,7,8400.0
5211,PERFUMARIA,B,49.42,1.0,0.6177931704247492,0.6,0,1,320.0
3522,BEBIDAS,B,47.08,1.8402718776550553,1.4413109583233745,11.1,3,9,6750.0
138,BEBIDAS,A,53.3,2.4,2.496636085626911,5.1,0,6,7800.0
2365,PERFUMARIA,C,44.32,2.0115606936416186,1.2642142312322524,5.4,1,5,3300.0
1912,PERFUMARIA,C,42.08,2.0869565217391304,0.9536167328362545,4.5,0,5,2500.0
3022,PERFUMARIA,C,28.35,1.8333333333333333,0.5315022129653736,4.2,1,4,1120.0
2373,PERFUMARIA,C,40.56,2.198473282442748,1.2444666916948233,4.5,0,5,3300.0
2760,COMESTIVEIS,C,38.8,0.9776391055642225,0.5631141580324568,50.4,25,26,7800.0
4110,BAZAR,C,31.94,2.2222222222222223,1.0122739018087854,4.2,0,5,2700.0
364,COMESTIVEIS,C,43.36,1.8811021913647212,0.46797822476264583,13.2,0,14,3500.0
5619,PERFUMARIA,C,38.73,1.3975409836065573,0.690831410982651,5.4,5,1,370.0
12107,COMESTIVEIS,C,23.86,2.2857142857142856,0.6276346604215457,5.1,0,6,2040.0
951,LOJA DE BRINQUEDOS,C,36.9,1.75,0.9444444444444445,2.4,1,2,1040.0
4940,ROUPA,A,42.63,3.0,1.9959247648902823,0.6,0,1,1100.0
3355,LOJA DE BRINQUEDOS,C,39.39,1.263157894736842,0.6350371120107963,4.5,4,1,350.0
1648,PERFUMARIA,C,35.66,2.127659574468085,1.0138888888888888,5.1,0,6,3360.0
12125,COMESTIVEIS,C,29.17,2.4705882352941178,0.9050093535647475,15.9,0,16,8000.0
12119,COMESTIVEIS,C,26.04,2.0,0.5960854092526691,4.8,0,5,1650.0
2265,COMESTIVEIS,C,13.83,4.300929839391378,0.6134104786756482,44.7,1,44,14960.0
2737,COMESTIVEIS,C,38.39,1.0217480508822323,0.5732827029503271,69.9,37,33,10494.0
374,COMESTIVEIS,C,41.89,1.5258408531583265,0.5392452135961985,10.5,0,11,3300.0
12117,COMESTIVEIS,C,26.04,2.1176470588235294,0.5922126857860581,4.8,0,5,1650.0
411,BEBIDAS,A,42.5,3.4285714285714284,2.3311913000494315,2.1,0,3,3900.0
3523,BEBIDAS,C,44.57,1.9189765458422172,1.3388851992962585,12.6,0,13,9750.0
7284,ROUPA,B,57.86,1.0,0.6177931704247492,0.6,0,1,347.0
3438,COMESTIVEIS,C,42.02,1.4925264309150565,0.3556388047317938,13.5,2,12,2400.0
2735,COMESTIVEIS,C,40.59,1.766677620768978,0.799775679035277,15.3,0,16,7200.0
2807,COMESTIVEIS,B,45.9,1.8085415456130156,1.4203301386156517,36.0,0,36,28800.0
11051,ROUPA,B,47.6,1.0,0.6177931704247492,0.6,0,1,350.0
10645,ROUPA,C,41.48,1.0,0.6177931704247492,0.6,0,1,350.0
