Codigo_Producto,Grupo,Segmento,Margen_Venta,Rotacion_Stock,GMROI,Demanda_Trimestral,Stock_Actual,Reposicion_Sugerida_UNI,Peso_Total_Gramos
10783,ROUPA,B,46.02,1.0,0.6177931704247492,0.6,0,1,350.0
69,ELETRONICA,C,31.51,1.9,0.7559205190592052,4.5,1,4,1720.0
5655,PERFUMARIA,B,71.56,1.5033519553072627,0.4519779556092406,12.6,3,10,2600.0
1826,PERFUMARIA,C,20.94,1.507399577167019,0.3290495393208572,5.4,5,1,190.0
1036,LOJA DE BRINQUEDOS,C,38.53,2.6666666666666665,1.589995324918186,0.6,0,1,930.0
11276,LOJA DE BRINQUEDOS,C,34.41,1.9028871391076114,0.6829994023024349,5.7,1,5,2000.0
2382,PERFUMARIA,C,36.7,2.4,1.1258188824662811,4.5,0,5,3300.0
2782,COMESTIVEIS,C,33.24,1.6914643696162883,0.5917194828706184,11.4,0,12,4200.0
1647,PERFUMARIA,C,35.66,1.9631901840490797,0.9363326516700747,5.1,0,6,3360.0
3365,LOJA DE BRINQUEDOS,B,43.93,1.0555555555555556,0.6645573110541264,10.2,10,1,400.0
3531,BEBIDAS,B,47.08,1.6571428571428573,1.2364329715459077,10.5,2,9,6750.0
4174,BEBIDAS,C,27.1,1.9245283018867925,0.6594277007847722,5.1,0,6,2400.0
141,BEBIDAS,A,32.2,5.333333333333333,2.139591736951473,4.8,0,5,6500.0
12118,COMESTIVEIS,C,25.15,2.4,0.6908450704225353,5.1,0,6,2520.0
1923,PERFUMARIA,C,32.21,2.360655737704918,0.81870988183109,4.5,0,5,2500.0
12105,COMESTIVEIS,C,30.35,2.0869565217391304,0.8165809568334113,4.8,0,5,2500.0
5626,PERFUMARIA,B,71.56,1.3342599027102153,0.42356741731307407,13.5,0,14,3640.0
8220,ROUPA,B,51.66,1.0,0.6177931704247492,0.6,0,1,380.0
9103,ROUPA,B,61.62,1.0,0.6177931704247492,0.6,0,1,380.0
360,COMESTIVEIS,C,33.6,1.3844515441959533,0.1774766798824692,12.3,0,13,1430.0
333,BEBIDAS,C,9.68,2.0892419872666923,0.5823855906840071,40.2,6,35,12950.0
5627,PERFUMARIA,B,71.56,1.460122699386503,0.40822417509534076,13.2,2,12,3120.0
4944,ROUPA,A,42.89,3.0,1.7121295279912185,0.6,0,1,1100.0
2789,COMESTIVEIS,B,44.64,1.562386980108499,0.5824537365272323,10.5,0,11,4125.0
4476,ROUPA,B,53.87,1.0,0.6177931704247492,0.6,0,1,400.0
2797,COMESTIVEIS,C,42.3,1.4755959137343926,0.42402256146649536,11.1,0,12,3300.0
4920,ROUPA,A,42.74,6.0,3.8353307392996108,0.6,0,1,2500.0
2372,PERFUMARIA,C,36.15,2.1774193548387095,1.0119695321001088,4.5,0,5,3300.0
429,BEBIDAS,A,51.31,2.4838709677419355,1.990494986615852,4.5,1,4,5200.0
4166,BEBIDAS,A,28.07,4.459016393442623,1.5005508526203253,5.1,1,5,5000.0
12103,COMESTIVEIS,C,39.39,2.6666666666666665,1.4943544428080509,4.8,0,5,5000.0
2371,PERFUMARIA,C,36.15,2.0869565217391304,0.9851918436864266,4.5,0,5,3300.0
2370,PERFUMARIA,C,40.97,1.803030303030303,0.9787522281639929,4.5,1,4,2640.0
3357,LOJA DE BRINQUEDOS,C,42.93,0.7256944444444444,0.4448673433048433,37.5,34,4,1200.0
4929,ROUPA,A,50.04,4.0,3.4000514535631603,0.6,0,1,2300.0
3526,BEBIDAS,B,44.57,1.514765100671141,1.1070011369054167,12.0,11,1,750.0
103,COMESTIVEIS,C,39.67,1.8363844393592679,0.3541289136387085,10.2,1,10,2400.0
6698,ROUPA,B,60.13,1.0,0.6177931704247492,0.6,0,1,420.0
393,COMESTIVEIS,C,40.1,1.6191904047976011,0.5866679694775829,12.3,0,13,5200.0
4953,ROUPA,A,38.61,3.0,1.599559735841505,0.6,0,1,1100.0
4947,ROUPA,A,42.54,3.0,1.5954692556634307,0.6,0,1,1100.0
431,BEBIDAS,A,35.75,3.940298507462687,2.011424518874311,19.8,0,20,28000.0
9233,ROUPA,B,62.57,1.0,0.6177931704247492,0.6,0,1,430.0
8034,ROUPA,B,62.46,1.0,0.6177931704247492,0.6,0,1,430.0
2210,BEBIDAS,B,50.38,2.0044543429844097,1.9999591344680328,10.8,0,11,15400.0
4033,COMESTIVEIS,C,27.18,2.1580381471389645,0.7982692755329783,11.7,0,12,6720.0
3519,COMESTIVEIS,C,40.67,1.4949748743718594,0.24107592981086665,9.6,1,9,1530.0
7392,ROUPA,B,48.08,1.0,0.6177931704247492,0.6,0,1,436.0
1897,PERFUMARIA,C,20.68,2.163090128755365,0.46740869519319905,4.8,0,5,1650.0
978,LOJA DE BRINQUEDOS,C,38.49,2.2857142857142856,1.3650575839255086,3.0,0,3,2910.0
5625,PERFUMARIA,B,71.56,1.4453836150845254,0.3654359821459952,12.3,4,9,2340.0
2777,COMESTIVEIS,C,38.63,1.4937163375224416,0.2782924978996215,10.8,0,11,2200.0
883,ELETRONICA,C,40.62,2.198473282442748,1.4175422185845288,4.5,0,5,5100.0
3353,LOJA DE BRINQUEDOS,C,39.59,0.9924812030075187,0.582214796249884,12.3,12,1,420.0
12115,COMESTIVEIS,C,29.45,2.0,0.6931012250161186,5.1,1,5,2500.0
4114,BAZAR,C,31.94,1.6666666666666667,0.7418957011980267,2.1,1,2,1080.0
6261,PERFUMARIA,B,44.19,1.0,0.6177931704247492,0.6,0,1,450.0
409,BEBIDAS,C,31.32,2.2664015904572565,0.9594058167550985,12.6,0,13,9100.0
12104,COMESTIVEIS,C,30.35,1.9672131147540985,0.6786532698748459,4.8,0,5,2500.0
4146,COMESTIVEIS,C,13.39,1.6363636363636365,0.2437365783822477,5.1,2,4,720.0
2732,COMESTIVEIS,C,29.28,0.684535412605588,0.25907676418662623,52.2,47,6,1152.0
419,BEBIDAS,B,48.06,2.2105263157894735,1.752517162471396,4.5,0,5,6500.0
2375,PERFUMARIA,C,33.86,2.170212765957447,0.8872422680412372,4.5,0,5,3300.0
1059,LOJA DE BRINQUEDOS,C,37.78,2.4,1.3806853582554517,2.1,0,3,3090.0
3033,PERFUMARIA,C,20.59,2.0,0.4195775792038993,2.1,1,2,640.0
434,BEBIDAS,C,23.13,1.978021978021978,0.5881984465046355,5.1,0,6,2700.0
8551,ROUPA,B,61.78,1.0,0.6177931704247492,0.6,0,1,473.0
1889,PERFUMARIA,C,31.53,2.1176470588235294,0.7038037829972977,4.5,0,5,2750.0
2184,PERFUMARIA,C,34.87,0.8312499999999999,0.34200467059980333,15.3,15,1,270.0
420,BEBIDAS,C,28.92,2.314720812182741,0.8833187467180117,4.8,0,5,3500.0
7416,ROUPA,B,71.48,1.0,0.6177931704247492,0.6,0,1,490.0
4073,COMESTIVEIS,C,36.79,1.746031746031746,0.060498468393205246,5.1,0,6,288.0
6081,PERFUMARIA,C,23.66,2.594180704441041,0.5522176582559287,38.7,34,5,2200.0
1883,PERFUMARIA,C,31.53,1.8504672897196264,0.6897174245676607,4.5,0,5,2750.0
2160,PERFUMARIA,C,25.88,1.2560386473429952,0.3258268301746563,4.8,4,1,260.0
937,LOJA DE BRINQUEDOS,C,38.25,2.074074074074074,1.2269713915228138,3.0,0,3,2940.0
6625,ROUPA,B,55.8,1.0,0.6177931704247492,0.6,0,1,496.0
4934,ROUPA,A,45.26,4.0,3.214452994312479,0.6,0,1,2600.0
207,ROUPA,B,52.57,1.0,0.6177931704247492,0.6,0,1,500.0
9959,ROUPA,B,46.8,1.0,0.6177931704247492,0.6,0,1,500.0
254,ROUPA,B,52.53,1.0,0.6177931704247492,0.6,0,1,500.0
9269,ROUPA,B,53.03,1.0,0.6177931704247492,0.6,0,1,501.0
2796,COMESTIVEIS,C,35.0,2.603125,1.2320293114143919,39.3,1,39,39000.0
5721,PERFUMARIA,C,27.34,2.1052631578947367,0.621378819416286,4.5,0,5,2545.0
3412,LOJA DE BRINQUEDOS,C,39.0,1.263157894736842,0.6099736214043462,4.5,4,1,500.0
2383,PERFUMARIA,C,33.92,2.0307692307692307,0.8021288674425207,4.5,0,5,3300.0
3478,COMESTIVEIS,C,41.07,1.4202898550724639,0.21255187384281427,12.6,0,13,2275.0
2270,BEBIDAS,C,39.2,2.2372881355932206,1.3216856280473648,4.5,0,5,5500.0
372,COMESTIVEIS,C,38.95,1.6035173929910773,0.35913408672151165,19.5,0,20,6000.0
467,BEBIDAS,A,29.83,4.081632653061225,1.551223861684377,35.1,0,36,46800.0
5732,PERFUMARIA,C,24.33,1.6842105263157894,0.39628923053903414,4.5,2,3,1002.0
3037,PERFUMARIA,C,20.63,2.0625,0.377076981707317,4.5,0,5,1600.0
7428,ROUPA,B,60.85,1.0,0.6177931704247492,0.6,0,1,525.0
8192,ROUPA,B,60.86,1.0,0.6177931704247492,0.6,0,1,525.0
8194,ROUPA,B,60.86,1.0,0.6177931704247492,0.6,0,1,525.0
8195,ROUPA,B,60.86,1.0,0.6177931704247492,0.6,0,1,525.0
851,BEBIDAS,B,48.87,1.9265734265734267,1.6299654702144328,4.8,1,4,5600.0
5731,PERFUMARIA,C,18.49,2.727272727272727,0.5228105228105228,2.1,0,3,1350.0
866,BEBIDAS,C,38.6,2.3529411764705883,1.383022561038426,4.5,0,5,6000.0
1643,PERFUMARIA,C,34.3,2.2295081967213113,0.9210845876074522,5.1,0,6,4800.0
2122,PERFUMARIA,C,20.31,2.2641509433962264,0.459060214601758,4.5,0,5,2000.0
5624,PERFUMARIA,B,71.56,1.6047381546134665,0.29683392869178404,12.3,3,10,2600.0
3534,BEBIDAS,C,42.4,1.9982768523836876,1.2397019256930377,12.3,1,12,13200.0
4113,BAZAR,C,27.06,2.25,0.7585080147965475,3.3,1,3,2025.0
10171,ROUPA,B,47.17,1.0,0.6177931704247492,0.6,0,1,550.0
9254,ROUPA,B,52.45,1.0,0.6177931704247492,0.6,0,1,550.0
3483,COMESTIVEIS,C,41.07,1.6542288557213929,0.1961859206171784,4.8,0,5,875.0
4112,BAZAR,C,27.06,2.2222222222222223,0.7534730785039048,4.2,0,5,3375.0
2262,BEBIDAS,C,41.73,1.896551724137931,1.2040015440041174,4.5,2,3,3300.0
327,BEBIDAS,C,40.89,2.098859315589354,1.3061605345560277,5.1,0,6,7200.0
12114,COMESTIVEIS,C,22.18,2.25,0.5407958199356914,5.1,0,6,3000.0
1644,PERFUMARIA,C,34.3,2.061349693251534,0.8621605137588347,5.1,0,6,4800.0
2744,COMESTIVEIS,C,36.95,1.6099916036943747,0.48491385260504727,17.4,0,18,8100.0
4839,PERFUMARIA,C,15.5,1.9592592592592593,0.27182963571624214,5.4,1,5,1300.0
12106,COMESTIVEIS,C,22.18,2.1052631578947367,0.5172900095898911,4.8,0,5,2500.0
2290,PERFUMARIA,C,39.78,2.2,1.1285702654290835,4.5,4,1,1100.0
437,BEBIDAS,C,43.94,2.0104712041884816,1.4319183396738107,4.5,0,5,7000.0
12113,COMESTIVEIS,C,22.18,2.1538461538461537,0.5107593371258966,4.8,0,5,2500.0
410,BEBIDAS,B,46.84,1.8113207547169812,1.426861263412565,4.5,0,5,7000.0
4916,ROUPA,A,40.25,4.0,2.95493726132024,0.6,0,1,2900.0
7165,ROUPA,B,59.26,1.0,0.6177931704247492,0.6,0,1,610.0
2271,BEBIDAS,C,38.67,2.3076923076923075,1.1133726370952646,4.5,0,5,5500.0
5594,ROUPA,A,41.93,4.0,2.3224988473951127,0.6,0,1,2300.0
961,LOJA DE BRINQUEDOS,C,37.73,1.4444444444444444,0.7635701275045538,4.5,3,2,1520.0
413,BEBIDAS,C,42.95,2.0307692307692307,1.2915995613347955,10.8,0,11,14300.0
4959,BEBIDAS,C,34.94,2.2105263157894735,1.1654667328699106,4.5,0,5,6000.0
5654,PERFUMARIA,B,71.56,1.3927178153446034,0.25178364320106844,13.5,1,13,3380.0
2357,PERFUMARIA,C,38.34,2.0689655172413794,1.0628455466428048,4.5,0,5,5500.0
7949,ROUPA,B,70.01,1.0,0.6177931704247492,0.6,0,1,640.0
7206,ROUPA,B,70.03,1.0,0.6177931704247492,0.6,0,1,640.0
2246,BEBIDAS,C,33.17,2.4,1.1525341914722445,4.5,0,5,6000.0
6642,ROUPA,B,54.82,1.0,0.6177931704247492,0.6,0,1,650.0
6645,ROUPA,B,54.8,1.0,0.6177931704247492,0.6,0,1,650.0
6647,ROUPA,B,54.82,1.0,0.6177931704247492,0.6,0,1,650.0
4960,BEBIDAS,C,32.57,2.4615384615384617,1.1336764501321464,9.9,8,2,2400.0
146,BEBIDAS,C,37.35,2.3076923076923075,1.2218493332155786,4.5,0,5,6500.0
168,BEBIDAS,C,30.76,2.9189189189189193,1.2127794984937843,4.8,0,5,6500.0
5588,ROUPA,A,40.81,4.0,2.5999589911831045,0.6,0,1,2800.0
10401,ROUPA,B,46.78,1.0,0.6177931704247492,0.6,0,1,666.0
10413,ROUPA,B,46.81,1.0,0.6177931704247492,0.6,0,1,666.0
379,COMESTIVEIS,B,44.44,1.4307794215058514,0.22147516304783402,12.9,0,13,3120.0
12108,COMESTIVEIS,C,22.18,2.3157894736842106,0.459807073954984,5.1,0,6,3000.0
12120,COMESTIVEIS,C,27.92,0.6976744186046512,0.2058998912624084,6.3,6,1,226.0
2273,BEBIDAS,C,38.67,1.9701492537313434,0.9958601154809892,4.5,0,5,5500.0
947,LOJA DE BRINQUEDOS,B,48.14,1.3404255319148937,1.173917036583499,3.3,3,1,1300.0
2381,PERFUMARIA,C,33.92,1.4893617021276595,0.5951951008871791,4.5,3,2,1320.0
827,COMESTIVEIS,B,46.63,1.6833461637156788,0.3322551631183212,12.3,0,13,4810.0
3506,COMESTIVEIS,C,32.19,1.9136212624584719,0.17897177274791462,4.5,0,5,1000.0
139,BEBIDAS,C,35.91,2.129032258064516,1.1613072116196586,4.5,0,5,6500.0
2400,PERFUMARIA,C,36.29,2.0740740740740744,0.9589748398187218,5.7,0,6,6600.0
470,BEBIDAS,C,32.86,2.2233333333333336,1.04285944551902,6.9,1,6,7200.0
113,COMESTIVEIS,C,29.2,1.8224489795918366,0.28935703313583505,10.2,1,10,3330.0
447,BEBIDAS,C,35.18,2.355828220858896,1.213075725666148,4.5,0,5,7000.0
149,BEBIDAS,C,37.61,1.9354838709677418,1.1197487376147426,4.5,0,5,6500.0
1670,PERFUMARIA,C,16.37,1.9636363636363638,0.24789968652037622,5.4,0,6,1740.0
150,BEBIDAS,C,35.87,2.2,1.1107174490699736,4.2,1,4,5200.0
485,BEBIDAS,C,40.93,1.822863027806385,1.1957251653736334,19.8,0,20,28000.0
4919,ROUPA,A,42.74,3.0,2.1049027237354085,0.6,0,1,2500.0
392,COMESTIVEIS,C,41.23,0.6840519390431598,0.281647574558856,341.1,254,88,29920.0
3502,COMESTIVEIS,B,53.34,0.8005381769256644,0.8190894686391712,53.4,52,2,2000.0
154,BEBIDAS,C,33.68,2.1176470588235294,1.0366492146596855,4.5,0,5,6500.0
446,BEBIDAS,C,32.31,2.127659574468085,0.9540227831668959,4.8,0,5,6000.0
10785,BEBIDAS,C,20.65,3.1304347826086953,0.8731549488699429,4.5,0,5,5500.0
2401,PERFUMARIA,C,33.38,2.1485411140583555,0.8587228084598043,5.7,0,6,6600.0
3036,PERFUMARIA,C,11.45,2.25,0.2476645004061738,3.3,3,1,320.0
169,BEBIDAS,C,30.76,2.2857142857142856,1.00112132765194,4.5,0,5,6500.0
2078,BEBIDAS,C,32.46,2.25,0.9947340425531914,5.1,0,6,7800.0
4976,BEBIDAS,C,33.94,2.341463414634146,0.8326207740841888,4.5,0,5,5500.0
5065,BEBIDAS,C,33.4,1.8660287081339713,0.8253018910913646,11.1,0,12,13200.0
152,BEBIDAS,C,34.25,2.1818181818181817,0.968417010655659,4.5,0,5,6500.0
5733,PERFUMARIA,C,18.45,2.016949152542373,0.3776962798703615,4.5,1,4,2036.0
3536,BEBIDAS,B,45.54,1.0655475619504398,0.8112663561765358,41.1,17,25,27500.0
5373,PERFUMARIA,C,13.31,2.142857142857143,0.22053956588227236,2.1,0,3,900.0
4660,LOJA DE BRINQUEDOS,C,39.59,1.0,0.6177931704247492,0.6,0,1,845.0
10581,ROUPA,B,47.01,1.0,0.6177931704247492,0.6,0,1,850.0
1886,PERFUMARIA,C,31.53,1.2203389830508475,0.39879419456589005,3.6,3,1,550.0
4957,BEBIDAS,C,37.15,1.8133482580103542,0.8651842513866229,15.9,0,16,19200.0
4921,ROUPA,A,42.2,4.0,2.5636929741437657,0.6,0,1,3600.0
2762,COMESTIVEIS,C,42.78,1.6006240249609982,0.23334076220191663,10.2,0,11,3608.0
4180,BEBIDAS,C,20.33,4.0,0.99488609948861,5.1,0,6,8400.0
140,BEBIDAS,C,33.68,1.7999999999999998,0.9204188481675393,4.5,0,5,6500.0
3507,COMESTIVEIS,B,51.27,2.142857142857143,2.097826879603296,4.2,0,5,15000.0
3537,BEBIDAS,C,23.58,2.321831667204128,0.7475946175720442,52.2,0,53,56710.0
4996,BEBIDAS,C,26.18,2.068448663502373,0.7664963678296687,66.3,0,67,73700.0
153,BEBIDAS,C,31.3,2.076923076923077,0.8988219895287957,4.5,0,5,6500.0
4958,BEBIDAS,C,32.11,1.921487603305785,0.8294677685950413,10.5,0,11,13200.0
354,COMESTIVEIS,C,43.26,1.2867400670177118,0.17270186383359842,13.8,0,14,3500.0
148,BEBIDAS,C,31.3,2.0689655172413794,0.8968225311428055,4.5,0,5,6500.0
4956,BEBIDAS,C,35.83,1.7827868852459017,0.8274850652959155,9.9,0,10,12000.0
4964,BEBIDAS,C,23.94,2.857142857142857,0.8245373048004627,13.5,10,4,4800.0
11015,ROUPA,C,32.25,1.0,0.6177931704247492,0.6,0,1,900.0
10940,ROUPA,B,46.73,1.0,0.6177931704247492,0.6,0,1,900.0
4917,ROUPA,A,42.97,3.0,1.705146845013085,0.6,0,1,2500.0
5000,COMESTIVEIS,C,21.71,1.4630960156760286,0.3403090602390184,25.5,14,12,6000.0
159,BEBIDAS,C,34.67,1.673913043478261,0.883890489270003,4.5,1,4,5200.0
5596,ROUPA,C,40.76,1.8,1.0076623642696168,3.3,1,3,4500.0
142,BEBIDAS,C,33.89,1.7142857142857142,0.8693379790940765,4.5,0,5,6500.0
337,BEBIDAS,C,30.39,2.0005037783375315,0.7958401866611525,427.5,3,425,510000.0
4998,BEBIDAS,C,32.85,1.859375,0.7887931034482759,13.2,1,13,15600.0
2813,COMESTIVEIS,B,46.93,1.3829787234042554,0.19601063829787235,11.1,0,12,3600.0
4967,BEBIDAS,C,23.94,3.0436893203883493,0.7835371545929798,7.2,3,5,6000.0
3533,BEBIDAS,C,23.24,2.252895232965257,0.7179387346456048,58.8,1,58,63800.0
872,BEBIDAS,C,36.1,1.7142857142857142,0.7823306636865958,4.5,0,5,6000.0
11286,BEBIDAS,C,6.43,1.7777777777777777,0.19522193949674863,5.7,0,6,1800.0
1060,LOJA DE BRINQUEDOS,C,37.23,2.4,1.3471264367816091,2.1,0,3,6240.0
2809,COMESTIVEIS,B,52.85,1.8422889043963713,0.2580695157511714,10.5,0,11,4400.0
850,BEBIDAS,C,21.18,3.0,0.7716945408646261,2.1,0,3,3600.0
4983,BEBIDAS,C,26.05,1.9208087615838247,0.5504655411984815,12.9,0,13,11700.0
355,COMESTIVEIS,C,43.31,1.3694192484391567,0.1645030824203872,17.4,0,18,4860.0
4968,BEBIDAS,C,23.94,2.83248730964467,0.6795685279187816,6.0,5,1,1200.0
311,BEBIDAS,C,12.97,2.4625645300926666,0.1560413485895257,117.6,0,118,33040.0
4969,BEBIDAS,C,24.18,2.106741573033708,0.667637873861112,10.5,0,11,13200.0
2162,PERFUMARIA,C,6.79,2.24812030075188,0.11116025357511426,4.5,1,4,800.0
93,COMESTIVEIS,C,34.26,1.5784008307372792,0.17034119158163338,11.7,0,12,3720.0
5066,BEBIDAS,C,6.29,2.7149321266968323,0.3541127989657401,55.5,0,56,36400.0
147,BEBIDAS,C,28.93,1.8823529411764706,0.7020447322659951,4.5,0,5,6500.0
2820,BEBIDAS,C,24.45,1.8644067796610169,0.5893777002326354,4.2,1,4,4400.0
2779,COMESTIVEIS,C,17.11,1.779049799656554,0.14434415041169477,12.3,0,13,3510.0
403,BEBIDAS,C,30.64,1.7034700315457414,0.6858682954361494,4.8,3,2,2600.0
2830,BEBIDAS,C,30.67,1.4210526315789473,0.5755879059350504,3.3,3,1,1100.0
144,BEBIDAS,C,27.09,2.1818181818181817,0.6775422761515093,4.5,0,5,6500.0
2827,BEBIDAS,C,30.67,1.3404255319148937,0.5725064131582919,3.3,3,1,1100.0
4974,BEBIDAS,C,24.18,2.0066889632107023,0.6186811817807208,11.1,0,12,14400.0
2272,BEBIDAS,C,38.67,1.153846153846154,0.5664732672031942,3.6,3,1,1100.0
3093,PERFUMARIA,C,9.48,2.1011673151750974,0.15447813413541572,9.0,0,9,2700.0
155,BEBIDAS,C,31.3,1.7999999999999998,0.6590575916230366,4.5,0,5,6500.0
2259,BEBIDAS,C,40.36,0.9450171821305843,0.5534443691942375,64.2,45,20,22000.0
5599,ROUPA,A,55.37,2.4,1.351124108938037,0.6,0,1,2700.0
11125,ROUPA,B,46.32,1.0,0.6177931704247492,0.6,0,1,1250.0
5602,ROUPA,C,41.18,1.25,0.7408988553199475,2.1,2,1,1500.0
1823,PERFUMARIA,C,6.9,1.900990099009901,0.0977825055232796,4.5,0,5,1000.0
2258,BEBIDAS,C,40.36,0.8920616790405482,0.5273316186371083,54.3,48,7,7700.0
158,BEBIDAS,C,34.67,1.0,0.6177931704247492,5.1,0,6,7800.0
4984,BEBIDAS,C,24.37,1.8209876543209877,0.4232146147569033,13.2,1,13,11700.0
854,BEBIDAS,C,26.44,2.0242914979757085,0.5593597655479471,13.5,0,14,16800.0
4686,BEBIDAS,C,37.19,0.9232424677187948,0.5079945594819536,66.6,42,25,27500.0
440,BEBIDAS,C,37.05,2.037823234272482,1.1526030321458813,11.7,0,12,30000.0
5001,BEBIDAS,C,32.85,1.3327289211242068,0.5524119173414199,11.1,11,1,1200.0
4461,ROUPA,B,53.15,1.0,0.6177931704247492,0.6,0,1,1400.0
4463,ROUPA,B,53.91,1.0,0.6177931704247492,0.6,0,1,1400.0
858,BEBIDAS,C,26.26,1.8548387096774193,0.6152420873579977,4.5,1,4,5600.0
4657,LOJA DE BRINQUEDOS,A,39.8,4.0,2.414983713355049,0.6,0,1,5500.0
2832,BEBIDAS,C,24.45,1.925,0.4782475490196078,4.2,1,4,4400.0
4184,BEBIDAS,C,17.0,2.1,0.37551020408163266,4.5,0,5,4350.0
4181,BEBIDAS,C,17.29,1.855072463768116,0.3428539141735175,4.5,0,5,4000.0
852,BEBIDAS,C,31.58,1.6,0.5117003782272652,4.5,3,2,2400.0
12109,COMESTIVEIS,C,12.88,2.2325581395348837,0.24164661855118957,5.4,0,6,3480.0
2829,BEBIDAS,C,24.45,1.75,0.4513424688057041,4.2,1,4,4400.0
4972,BEBIDAS,C,35.12,1.0333239988798657,0.47805535659253984,65.4,38,28,33600.0
156,BEBIDAS,C,17.61,2.5,0.515109198872786,4.8,0,5,6500.0
482,BEBIDAS,C,30.74,1.8614020950846093,0.5133349001701137,12.9,0,13,16900.0
3596,PERFUMARIA,C,23.76,0.7712590639419907,0.18714219145253627,37.8,33,5,2400.0
12112,COMESTIVEIS,C,13.85,1.8181818181818183,0.2549674696676631,6.0,0,6,4020.0
3437,COMESTIVEIS,C,42.02,1.381578947368421,0.07554446460980037,12.9,0,13,2600.0
145,BEBIDAS,C,26.72,1.76,0.48315018315018315,4.2,1,4,5200.0
323,BEBIDAS,C,30.51,1.1600392734413352,0.4419489445262641,67.8,41,27,32400.0
143,BEBIDAS,C,20.89,2.1818181818181817,0.4706491656821014,4.5,0,5,6500.0
3466,COMESTIVEIS,C,39.67,1.3231878253904685,0.10797439036071158,10.8,2,9,2700.0
4828,PERFUMARIA,C,6.75,1.5774647887323943,0.04568968772420043,4.5,3,2,262.0
2076,BEBIDAS,C,22.5,1.6097560975609757,0.40176306091079134,4.8,3,2,2400.0
10786,BEBIDAS,C,21.84,2.12807881773399,0.44411870719692415,4.5,0,5,7000.0
4564,LOJA DE BRINQUEDOS,C,-0.48,4.0,0.04927536231884058,0.6,0,1,160.0
12110,COMESTIVEIS,C,12.88,1.8113207547169812,0.17610062893081763,5.4,0,6,3480.0
86,COMESTIVEIS,B,46.93,1.3518575376112987,0.09084988545381545,12.0,1,11,3300.0
3999,BEBIDAS,C,25.07,1.1099020674646354,0.3106526375957393,37.8,18,20,22000.0
848,BEBIDAS,C,16.81,2.2513863216266174,0.39453103704366593,18.9,0,19,26600.0
2075,BEBIDAS,C,35.16,0.7295629820051415,0.35162058560775955,54.9,54,1,1300.0
4441,ROUPA,B,53.86,1.0,0.6177931704247492,0.6,0,1,2300.0
4443,ROUPA,B,53.86,1.0,0.6177931704247492,0.6,0,1,2300.0
4436,ROUPA,B,53.86,1.0,0.6177931704247492,0.6,0,1,2300.0
12111,COMESTIVEIS,C,12.88,1.3125,0.14415708812260536,6.9,3,4,2320.0
4918,ROUPA,C,42.74,1.0,0.6177931704247492,0.6,0,1,2500.0
2734,COMESTIVEIS,C,25.27,1.7046004842615012,0.1837823323256126,12.6,0,13,9724.0
5587,ROUPA,C,38.85,2.6666666666666665,1.6471166693388917,4.2,0,5,33600.0
894,ELETRONICA,C,23.66,3.0,0.8466337405770731,0.6,0,1,3480.0
377,COMESTIVEIS,C,43.8,1.9228680065181967,0.09352488340294816,11.1,2,10,4080.0
993,LOJA DE BRINQUEDOS,A,49.26,4.0,3.168883080943962,0.6,0,1,14300.0
4182,BEBIDAS,C,15.58,2.204081632653061,0.37466003183109375,4.5,0,5,8500.0
5586,ROUPA,C,38.85,2.3622047244094486,1.4453496343260122,4.5,0,5,33600.0
10784,BEBIDAS,C,13.73,2.04,0.30099264705882345,4.5,0,5,7000.0
4936,ROUPA,C,42.93,1.0,0.6177931704247492,0.6,0,1,2900.0
4183,BEBIDAS,C,15.43,2.2758620689655173,0.3619330728724308,4.5,0,5,9000.0
3434,COMESTIVEIS,C,42.02,1.286549707602339,0.03878750196052072,12.9,0,13,2600.0
5585,ROUPA,C,38.85,2.058823529411765,1.2772166105499443,4.5,0,5,33600.0
4157,COMESTIVEIS,C,7.0,1.775516795865633,0.13300200050012503,42.9,0,43,30100.0
2074,BEBIDAS,C,7.27,2.0849420849420848,0.12772618178023581,39.0,0,39,27300.0
5584,ROUPA,C,38.85,2.0125786163522013,1.2190992484493532,4.5,0,5,33600.0
4975,BEBIDAS,C,8.03,2.152173913043478,0.24728981663014643,5.4,0,6,8400.0
4460,ROUPA,B,48.81,1.0,0.6177931704247492,0.6,0,1,3500.0
2245,BEBIDAS,C,16.15,2.1923076923076925,0.43366834848771013,4.8,0,5,12500.0
4923,ROUPA,C,42.65,1.0,0.6177931704247492,0.6,0,1,3600.0
4924,ROUPA,C,42.65,1.0,0.6177931704247492,0.6,0,1,3600.0
4925,ROUPA,C,42.57,1.0,0.6177931704247492,0.6,0,1,3800.0
92,COMESTIVEIS,C,34.21,1.6474694589877836,0.05058485858105086,11.4,2,10,3300.0
995,LOJA DE BRINQUEDOS,A,44.91,4.0,2.8985148514851486,0.6,0,1,19500.0
368,COMESTIVEIS,C,43.36,1.2340145023071851,0.03931989180096833,13.8,0,14,3864.0
4837,PERFUMARIA,C,4.63,2.6666666666666665,0.06221092398404124,4.5,0,5,2405.0
9935,LOJA DE BRINQUEDOS,C,39.73,1.0,0.6177931704247492,0.6,0,1,5000.0
841,BEBIDAS,C,19.03,1.0030864197530864,0.17191124163162425,32.4,21,12,16800.0
415,BEBIDAS,C,14.83,2.2748815165876777,0.14276233078262357,15.6,0,16,20800.0
